DATE,CLOSE,EMA SLOW, EMA FAST, EMA 9, MACD
2014-06-26 09:16:00,217.55,0,0,0,0,BUY
2014-06-26 09:17:00,217.8,0,0,0,0,BUY
2014-06-26 09:18:00,217.6,0,0,0,0,BUY
2014-06-26 09:19:00,218.0,0,0,0,0,BUY
2014-06-26 09:20:00,218.1,0,0,0,0,BUY
2014-06-26 09:21:00,218.0,0,0,0,0,BUY
2014-06-26 09:22:00,217.75,0,0,0,0,BUY
2014-06-26 09:23:00,217.7,0,0,0,0,BUY
2014-06-26 09:24:00,217.6,0,0,0,0,BUY
2014-06-26 09:25:00,217.75,0,0,0,0,BUY
2014-06-26 09:26:00,217.8,0,0,0,0,BUY
2014-06-26 09:27:00,217.85,0,217.791666667,0,217.791666667,BUY
2014-06-26 09:28:00,218.5,0,217.900641026,0,217.900641026,BUY
2014-06-26 09:29:00,218.4,0,217.977465483,0,217.977465483,BUY
2014-06-26 09:30:00,218.4,0,218.042470794,0,218.042470794,BUY
2014-06-26 09:31:00,218.25,0,218.074398364,0,218.074398364,BUY
2014-06-26 09:32:00,218.35,0,218.116798615,0,218.116798615,BUY
2014-06-26 09:33:00,218.1,0,218.114214213,0,218.114214213,BUY
2014-06-26 09:34:00,217.9,0,218.08125818,0,218.08125818,BUY
2014-06-26 09:35:00,217.85,0,218.045679999,0,218.045679999,BUY
2014-06-26 09:36:00,218.0,0,218.038652307,0,218.038652307,BUY
2014-06-26 09:37:00,217.65,0,217.978859644,0,217.978859644,BUY
2014-06-26 09:38:00,218.3,0,218.028265853,0,218.028265853,BUY
2014-06-26 09:39:00,217.9,0,218.008532645,0,218.008532645,BUY
2014-06-26 09:40:00,217.95,0,217.999527622,0,217.999527622,BUY
2014-06-26 09:41:00,217.0,217.925,217.845754142,0,-0.0792458580371,Sell
2014-06-26 09:42:00,216.85,217.84537037,217.692561197,0,-0.152809173325,Sell
2014-06-26 09:43:00,216.95,217.779046639,217.578321013,0,-0.200725626347,Sell
2014-06-26 09:44:00,216.6,217.691709851,217.427810088,0,-0.263899763315,Sell
2014-06-26 09:45:00,216.0,217.56639801,217.208146997,0,-0.358251012925,Sell
2014-06-26 09:46:00,215.9,217.442961121,217.006893613,0,-0.436067507486,Sell
2014-06-26 09:47:00,216.2,217.350889927,216.882756134,0,-0.468133792313,Sell
2014-06-26 09:48:00,216.5,217.287861043,216.823870575,0,-0.463990467977,Sell
2014-06-26 09:49:00,215.95,217.188760225,216.689428948,-0.324717164293,-0.499331276911,Sell
2014-06-26 09:50:00,216.2,217.115518727,216.614132187,-0.360051039437,-0.501386540014,Sell
2014-06-26 09:51:00,216.4,217.06251734,216.581188774,-0.384306544791,-0.481328566206,Sell
2014-06-26 09:52:00,216.2,216.998627166,216.522544347,-0.402661799751,-0.47608281959,Sell
2014-06-26 09:53:00,215.95,216.92095108,216.434460601,-0.419427535572,-0.486490478856,Sell
