DATE,CLOSE,EMA SLOW, EMA FAST, EMA 9, MACD
2014-06-26 09:16:00,821.0,0,0,0,0,BUY
2014-06-26 09:17:00,821.5,0,0,0,0,BUY
2014-06-26 09:18:00,822.65,0,0,0,0,BUY
2014-06-26 09:19:00,822.25,0,0,0,0,BUY
2014-06-26 09:20:00,823.0,0,0,0,0,BUY
2014-06-26 09:21:00,822.7,0,0,0,0,BUY
2014-06-26 09:22:00,821.55,0,0,0,0,BUY
2014-06-26 09:23:00,823.45,0,0,0,0,BUY
2014-06-26 09:24:00,824.75,0,0,0,0,BUY
2014-06-26 09:25:00,825.8,0,0,0,0,BUY
2014-06-26 09:26:00,826.35,0,0,0,0,BUY
2014-06-26 09:27:00,826.0,0,823.416666667,0,823.416666667,BUY
2014-06-26 09:28:00,825.95,0,823.806410256,0,823.806410256,BUY
2014-06-26 09:29:00,826.2,0,824.174654832,0,824.174654832,BUY
2014-06-26 09:30:00,824.4,0,824.20932332,0,824.20932332,BUY
2014-06-26 09:31:00,826.0,0,824.48481204,0,824.48481204,BUY
2014-06-26 09:32:00,825.95,0,824.710225572,0,824.710225572,BUY
2014-06-26 09:33:00,826.05,0,824.916344715,0,824.916344715,BUY
2014-06-26 09:34:00,825.85,0,825.059983989,0,825.059983989,BUY
2014-06-26 09:35:00,825.95,0,825.19690953,0,825.19690953,BUY
2014-06-26 09:36:00,825.5,0,825.243538833,0,825.243538833,BUY
2014-06-26 09:37:00,825.4,0,825.267609782,0,825.267609782,BUY
2014-06-26 09:38:00,825.0,0,825.226439046,0,825.226439046,BUY
2014-06-26 09:39:00,824.35,0,825.09160227,0,825.09160227,BUY
2014-06-26 09:40:00,824.5,0,825.000586536,0,825.000586536,BUY
2014-06-26 09:41:00,823.4,824.442307692,824.754342453,0,0.312034761079,BUY
2014-06-26 09:42:00,824.35,824.435470085,824.692135922,0,0.256665836626,BUY
2014-06-26 09:43:00,825.25,824.495805635,824.777961165,0,0.282155530156,BUY
2014-06-26 09:44:00,825.1,824.540560773,824.827505601,0,0.286944828162,BUY
2014-06-26 09:45:00,823.65,824.474593308,824.646350893,0,0.171757584969,BUY
2014-06-26 09:46:00,822.7,824.343141952,824.346912294,0,0.00377034218184,BUY
2014-06-26 09:47:00,824.0,824.31772403,824.293541172,0,-0.0241828576333,Sell
2014-06-26 09:48:00,824.55,824.334929657,824.332996376,0,-0.00193328076318,Sell
2014-06-26 09:49:00,823.2,824.250860794,824.158689242,0.132782354742,-0.0921715520956,Sell
2014-06-26 09:50:00,823.5,824.195241476,824.057352435,0.0786480757065,-0.137889040437,Sell
2014-06-26 09:51:00,823.55,824.147445811,823.979298214,0.0292889412912,-0.16814759637,Sell
2014-06-26 09:52:00,823.0,824.062449825,823.828636951,-0.0233314217942,-0.233812874136,Sell
2014-06-26 09:53:00,823.5,824.020786875,823.77807742,-0.0672070284387,-0.242709455017,Sell
2014-06-26 09:54:00,823.45,823.978506366,823.727603971,-0.103946101744,-0.250902394966,Sell
2014-06-26 09:55:00,823.3,823.928246635,823.661818744,-0.13644245948,-0.266427890425,Sell
2014-06-26 09:56:00,823.1,823.866895032,823.575385091,-0.167455955749,-0.291509940823,Sell
2014-06-26 09:57:00,822.15,823.739717622,823.356095077,-0.210689273616,-0.383622545085,Sell
2014-06-26 09:58:00,821.7,823.588627428,823.101311219,-0.266014660669,-0.487316208879,Sell
2014-06-26 09:59:00,821.7,823.4487291,822.885724878,-0.325412572993,-0.563004222292,Sell
2014-06-26 10:00:00,822.25,823.359934352,822.78792105,-0.374732718693,-0.572013301493,Sell
2014-06-26 10:01:00,822.2,823.274013289,822.697471658,-0.415094501107,-0.576541630764,Sell
2014-06-26 10:02:00,822.0,823.179641934,822.590168326,-0.449970322495,-0.589473608047,Sell
2014-06-26 10:03:00,822.5,823.129298087,822.576296276,-0.470576620244,-0.55300181124,Sell
2014-06-26 10:04:00,822.15,823.056757488,822.510712233,-0.485670347123,-0.546045254639,Sell
2014-06-26 10:05:00,821.7,822.956256933,822.385987274,-0.50259020949,-0.570269658959,Sell
