DATE,CLOSE,DELTA,GAIN,LOSS, AVG GAIN, AVG LOSS, RS, RSI, Signal
2014-04-15,401.1,0,0,0,0,0,0.0,40.5346820809,
2014-04-16,397.5,-3.6,0,3.6,0,0,0.0,40.5346820809,
2014-04-17,401.0,3.5,3.5,0,0,0,0.0,40.5346820809,
2014-04-21,400.0,-1.0,0,1.0,0,0,0.0,40.5346820809,
2014-04-22,397.0,-3.0,0,3.0,0,0,0.0,40.5346820809,
2014-04-23,398.8,1.8,1.8,0,0,0,0.0,40.5346820809,
2014-04-25,395.5,-3.3,0,3.3,0,0,0.0,40.5346820809,
2014-04-28,407.65,12.15,12.15,0,0,0,0.0,40.5346820809,
2014-04-29,402.1,-5.55,0,5.55,0,0,0.0,40.5346820809,
2014-04-30,396.55,-5.55,0,5.55,0,0,0.0,40.5346820809,
2014-05-02,402.0,5.45,5.45,0,0,0,0.0,40.5346820809,
2014-05-05,393.15,-8.85,0,8.85,0,0,0.0,40.5346820809,
2014-05-06,392.1,-1.05,0,1.05,0,0,0.0,40.5346820809,
2014-05-07,382.85,-9.25,0,9.25,0,0,0.0,40.5346820809,
2014-05-08,388.0,5.15,5.15,0,2.00357142857,2.93928571429,0.681652490887,40.5346820809,
2014-05-09,393.0,5.0,5.0,0,2.21760204082,2.72933673469,0.812505841667,44.8277640264,
2014-05-12,387.9,-5.1,0,5.1,2.05920189504,2.89866982507,0.710395463889,41.5339890036,
2014-05-13,391.85,3.95,3.95,0,2.19425890254,2.69162198042,0.815218079841,44.910200537,
2014-05-14,394.7,2.85,2.85,0,2.24109755236,2.49936326754,0.896667395839,47.2759429411,
2014-05-15,398.3,3.6,3.6,0,2.3381620129,2.32083731986,1.00746484594,50.1859271896,
2014-05-16,388.0,-10.3,0,10.3,2.17115044055,2.89077751129,0.751061066468,42.8917689309,
2014-05-19,383.8,-4.2,0,4.2,2.01606826623,2.98429340335,0.675559669826,40.3184489333,
2014-05-20,391.05,7.25,7.25,0,2.38992053293,2.77112958882,0.862435500154,46.3068653966,
2014-05-21,387.5,-3.55,0,3.55,2.21921192343,2.82676318962,0.78507174976,43.9798428195,
2014-05-22,387.15,-0.35,0,0.35,2.06069678604,2.64985153322,0.777664997534,43.7464313362,
2014-05-23,386.9,-0.25,0,0.25,1.91350415847,2.47843356656,0.772061912124,43.568563087,
2014-05-26,382.85,-4.05,0,4.05,1.77682529001,2.59068831181,0.68585066058,40.6827648864,
2014-05-27,378.5,-4.35,0,4.35,1.64990919786,2.71635343239,0.60739857273,37.7876765001,
2014-05-28,379.15,0.65,0.65,0,1.5784871123,2.52232818722,0.625805603054,38.4920313891,
2014-05-29,373.15,-6.0,0,6.0,1.46573803285,2.7707333167,0.529007257399,34.5980867546,
2014-05-30,383.6,10.45,10.45,0,2.10747103051,2.57282379408,0.819127619759,45.0285956225,
2014-06-02,386.05,2.45,2.45,0,2.13193738547,2.38905066593,0.892378473119,47.156448131,
2014-06-03,389.0,2.95,2.95,0,2.19037042936,2.2184041898,0.987363096157,49.6820685695,
2014-06-04,391.0,2.0,2.0,0,2.17677254155,2.05994674767,1.0567130165,51.3787294592,
2014-06-05,387.2,-3.8,0,3.8,2.02128878858,2.18423626569,0.925398419729,48.0626975823,
2014-06-06,396.0,8.8,8.8,0,2.50548244654,2.02821938957,1.23531135706,55.2635029191,
2014-06-09,396.3,0.3,0.3,0,2.34794798608,1.88334657603,1.24668927958,55.4900622401,
2014-06-10,407.0,10.7,10.7,0,2.94452312993,1.7488218206,1.68371820116,62.7382636684,
2014-06-11,412.0,5.0,5.0,0,3.09134290636,1.62390597627,1.90364648664,65.5605458653,
2014-06-12,415.75,3.75,3.75,0,3.13838984162,1.50791269225,2.08128087107,67.5459641025,
2014-06-13,413.2,-2.55,0,2.55,2.91421913865,1.58234749995,1.84170616046,64.8098732405,
2014-06-16,413.6,0.4,0.4,0,2.73463205732,1.46932267852,1.86115146611,65.0490366607,
2014-06-17,412.2,-1.4,0,1.4,2.53930119608,1.46437105863,1.73405584679,63.4243023538,
2014-06-18,424.05,11.85,11.85,0,3.20435111065,1.35977312587,2.35653363762,70.2073594976,,Sell
2014-06-19,426.0,1.95,1.95,0,3.11475460274,1.26264647402,2.46684615752,71.1553396209,,Sell
2014-06-20,425.0,-1.0,0,1.0,2.89227213112,1.24388601159,2.32519065587,69.9265364458,
2014-06-23,424.8,-0.2,0,0.2,2.68568126461,1.16932272505,2.29678360565,69.6674055802,
2014-06-24,427.0,2.2,2.2,0,2.65098974571,1.08579967326,2.44150906562,70.9429793462,,Sell
2014-06-25,426.35,-0.65,0,0.65,2.4616333353,1.05467112517,2.33402932588,70.0062626253,,Sell
2014-06-26,426.3,-0.05,0,0.05,2.28580238278,0.982908901943,2.32554856128,69.9297730412,
