Date, OPEN, HIGH, LOW, CLOSE, VOLUME, Middle Band, Standard Deviations, Upper Band, Lower Band, Band Width
1397556000,2596.0,2608.5,2567.3,2575.0,203964.0,0,0,0,0,0
1397642400,2595.0,2599.0,2531.1,2537.0,210345.0,0,0,0,0,0
1397728800,2550.0,2570.0,2522.55,2546.85,289332.0,0,0,0,0,0
1398074400,2569.0,2578.0,2536.5,2552.0,280206.0,0,0,0,0,0
1398160800,2560.0,2579.3,2548.45,2549.9,204432.0,0,0,0,0,0
1398247200,2560.0,2584.15,2555.1,2565.0,650619.0,0,0,0,0,0
1398420000,2590.0,2638.8,2590.0,2627.05,617634.0,0,0,0,0,0
1398679200,2646.0,2684.0,2642.0,2680.0,382585.0,0,0,0,0,0
1398765600,2680.0,2689.35,2640.0,2665.0,205533.0,0,0,0,0,0
1398852000,2665.0,2781.75,2664.65,2703.0,471362.0,0,0,0,0,0
1399037400,2692.1,2749.9,2692.1,2740.0,289784.0,0,0,0,0,0
1399284000,2750.0,2750.0,2720.2,2720.2,232724.0,0,0,0,0,0
1399370400,2740.0,2755.0,2727.15,2751.55,163542.0,0,0,0,0,0
1399456800,2744.35,2754.0,2727.55,2737.05,350321.0,0,0,0,0,0
1399543200,2743.9,2747.95,2725.55,2733.1,306766.0,0,0,0,0,0
1399629600,2738.0,2738.0,2694.7,2710.0,631879.0,0,0,0,0,0
1399888800,2720.0,2742.0,2711.5,2731.95,365960.0,0,0,0,0,0
1399975200,2740.0,2740.55,2600.75,2603.4,995503.0,0,0,0,0,0
1400061600,2600.0,2604.5,2513.75,2520.0,1040241.0,0,0,0,0,0
1400148000,2515.0,2543.85,2466.6,2480.0,663828.0,2636.4025,87.3947688294,2811.19203766,2461.61296234,349.579075318
1400234400,2464.0,2495.0,2400.0,2405.0,1089152.0,2627.9025,100.27182116,2828.44614232,2427.35885768,401.08728464
1400493600,2410.0,2421.0,2246.5,2275.0,1047342.0,2614.8025,125.286366452,2865.3752329,2364.2297671,501.145465808
1400580000,2284.9,2354.95,2266.15,2315.0,647080.0,2603.21,140.803009201,2884.8160184,2321.6039816,563.212036803
1400666400,2320.0,2328.45,2280.0,2300.0,687158.0,2590.61,155.346127728,2901.30225546,2279.91774454,621.384510911
1400752800,2316.5,2325.0,2280.0,2297.45,726115.0,2577.9875,167.890934743,2913.76936949,2242.20563051,671.56373897
1400839200,2276.0,2317.8,2276.0,2305.0,545956.0,2564.9875,178.14612252,2921.27974504,2208.69525496,712.584490078
1401098400,2325.0,2329.85,2286.2,2301.0,523950.0,2548.685,186.446109573,2921.57721915,2175.79278085,745.784438293
1401184800,2292.0,2334.0,2292.0,2313.0,563748.0,2530.335,190.632155669,2911.59931134,2149.07068866,762.528622676
1401271200,2340.0,2359.0,2318.0,2348.25,1505750.0,2514.4975,191.939591066,2898.37668213,2130.61831787,767.758364266
1401357600,2336.0,2403.45,2336.0,2385.0,698723.0,2498.5975,188.81159159,2876.22068318,2120.97431682,755.24636636
1401444000,2384.1,2484.4,2367.0,2455.05,2122795.0,2484.35,180.631909556,2845.61381911,2123.08618089,722.527638226
1401703200,2465.0,2471.85,2407.0,2415.0,386028.0,2469.09,172.783764139,2814.65752828,2123.52247172,691.135056556
1401789600,2402.2,2415.0,2333.0,2339.0,409282.0,2448.4625,162.128724225,2772.71994845,2124.20505155,648.514896899
1401876000,2332.0,2356.0,2308.2,2320.0,444481.0,2427.61,150.039627765,2727.68925553,2127.53074447,600.158511062
1401962400,2320.0,2333.9,2291.15,2310.55,689200.0,2406.4825,134.478488312,2675.43947662,2137.52552338,537.913953249
1402048800,2312.0,2360.0,2312.0,2346.9,362195.0,2388.3275,115.439247523,2619.20599505,2157.44900495,461.756990093
1402308000,2336.0,2379.95,2335.0,2355.05,286100.0,2369.4825,84.395700831,2538.27390166,2200.69109834,337.582803324
1402394400,2352.0,2405.0,2352.0,2390.0,563893.0,2358.8125,65.5283447735,2489.86918955,2227.75581045,262.113379094
1402480800,2394.0,2437.65,2392.0,2426.75,638782.0,2354.15,56.6032662485,2467.3565325,2240.9434675,226.413064994
1402567200,2432.0,2445.3,2417.15,2439.0,830695.0,2352.1,52.6098113473,2457.31962269,2246.88037731,210.439245389
1402653600,2425.0,2455.5,2425.0,2442.1,578849.0,2353.955,55.0402645797,2464.03552916,2243.87447084,220.161058319
1402912800,2444.5,2466.0,2405.15,2428.0,438571.0,2361.605,54.1603796608,2469.92575932,2253.28424068,216.641518643
1402999200,2424.45,2430.0,2385.85,2411.85,360767.0,2366.4475,54.1065949654,2474.66068993,2258.23431007,216.426379862
1403085600,2411.85,2447.5,2404.0,2420.0,377746.0,2372.4475,53.0485967651,2478.54469353,2266.35030647,212.194387061
1403172000,2422.0,2454.95,2412.5,2442.1,219059.0,2379.68,52.1841628274,2484.04832565,2275.31167435,208.73665131
1403258400,2430.5,2474.0,2430.5,2440.0,203236.0,2386.43,50.8005349381,2488.03106988,2284.82893012,203.202139753
1403517600,2441.0,2465.0,2431.5,2456.0,456901.0,2394.18,48.966487009,2492.11297402,2296.24702598,195.865948036
1403604000,2455.0,2470.0,2454.05,2459.85,336058.0,2401.5225,47.2220538388,2495.96660768,2307.07839232,188.888215355
1403690400,2465.0,2484.9,2452.7,2484.0,302167.0,2408.31,48.8065687177,2505.92313744,2310.69686256,195.226274871
1403776800,2492.7,2529.0,2484.0,2506.0,606978.0,2414.36,52.872276762,2520.10455352,2308.61544648,211.489107048
