DATE,CLOSE,DELTA,GAIN,LOSS, AVG GAIN, AVG LOSS, RS, RSI, Signal
2014-04-15,165.0,0,0,0,0,0,0.0,11.214953271,,Buy
2014-04-16,158.05,-6.95,0,6.95,0,0,0.0,11.214953271,,Buy
2014-04-17,159.5,1.45,1.45,0,0,0,0.0,11.214953271,,Buy
2014-04-21,157.5,-2.0,0,2.0,0,0,0.0,11.214953271,,Buy
2014-04-22,156.8,-0.7,0,0.7,0,0,0.0,11.214953271,,Buy
2014-04-23,153.0,-3.8,0,3.8,0,0,0.0,11.214953271,,Buy
2014-04-25,153.65,0.65,0.65,0,0,0,0.0,11.214953271,,Buy
2014-04-28,153.75,0.1,0.1,0,0,0,0.0,11.214953271,,Buy
2014-04-29,153.2,-0.55,0,0.55,0,0,0.0,11.214953271,,Buy
2014-04-30,139.45,-13.75,0,13.75,0,0,0.0,11.214953271,,Buy
2014-05-02,139.4,-0.05,0,0.05,0,0,0.0,11.214953271,,Buy
2014-05-05,139.05,-0.35,0,0.35,0,0,0.0,11.214953271,,Buy
2014-05-06,140.45,1.4,1.4,0,0,0,0.0,11.214953271,,Buy
2014-05-07,140.15,-0.3,0,0.3,0,0,0.0,11.214953271,,Buy
2014-05-08,140.1,-0.05,0,0.05,0.257142857143,2.03571428571,0.126315789474,11.214953271,,Buy
2014-05-09,144.9,4.8,4.8,0,0.581632653061,1.89030612245,0.307692307692,23.5294117647,,Buy
2014-05-12,145.85,0.95,0.95,0,0.607944606414,1.75528425656,0.346351084813,25.7251684735,,Buy
2014-05-13,152.4,6.55,6.55,0,1.03237713453,1.62990680966,0.633396417763,38.7778747936,
2014-05-14,160.65,8.25,8.25,0,1.54792162492,1.51348489469,1.02275326986,50.5624331498,
2014-05-15,158.8,-1.85,0,1.85,1.43735579457,1.53752168792,0.934852370446,48.3164702757,
2014-05-16,170.35,11.55,11.55,0,2.15968752353,1.42769871021,1.5127053825,60.2022582128,
2014-05-19,183.0,12.65,12.65,0,2.90899555756,1.32572023091,2.19427560184,68.6939974928,
2014-05-20,183.5,0.5,0.5,0,2.73692444631,1.23102592871,2.22328740808,68.9757730727,
2014-05-21,194.65,11.15,11.15,0,3.33785841443,1.14309550523,2.9200170932,74.4899071554,,Sell
2014-05-22,212.2,17.55,17.55,0,4.35301138483,1.06144582628,4.10102077472,80.3960806246,,Sell
2014-05-23,217.5,5.3,5.3,0,4.42065342877,0.985628267262,4.48511226352,81.7688325789,,Sell
2014-05-26,204.05,-13.45,0,13.45,4.10489246957,1.87594053389,2.18817835396,68.6341261693,
2014-05-27,204.6,0.55,0.55,0,3.85097157889,1.74194478147,2.21073114364,68.8544460666,
2014-05-28,206.5,1.9,1.9,0,3.71161646611,1.61752015422,2.29463382971,69.6476133104,
2014-05-29,203.4,-3.1,0,3.1,3.44650100424,1.72341157177,1.99981308046,66.6645896534,
2014-05-30,209.8,6.4,6.4,0,3.65746521823,1.60031074522,2.28547188673,69.562971942,
2014-06-02,209.15,-0.65,0,0.65,3.39621770264,1.53243140627,2.21622820358,68.9076789114,
2014-06-03,220.25,11.1,11.1,0,3.94648786674,1.42297202011,2.77341213387,73.4987866545,,Sell
2014-06-04,218.7,-1.55,0,1.55,3.66459587625,1.43204544725,2.55899411803,71.9021732873,,Sell
2014-06-05,220.0,1.3,1.3,0,3.49569617081,1.32975648673,2.62882430407,72.4428653413,,Sell
2014-06-06,233.75,13.75,13.75,0,4.22814644432,1.23477388053,3.42422731075,77.3971830613,,Sell
2014-06-09,239.9,6.15,6.15,0,4.3654216983,1.14657574621,3.80735569606,79.1985435815,,Sell
2014-06-10,232.6,-7.3,0,7.3,4.05360586271,1.58610605005,2.55569661472,71.8761157558,,Sell
2014-06-11,220.7,-11.9,0,11.9,3.7640625868,2.32281276076,1.62047610999,61.8389957387,
2014-06-12,224.8,4.1,4.1,0,3.78805811631,2.15689756357,1.75625313891,63.7188621798,
2014-06-13,205.0,-19.8,0,19.8,3.51748253658,3.41711916617,1.02937075517,50.7236419243,
2014-06-16,209.85,4.85,4.85,0,3.61266235539,3.17303922573,1.13854954143,53.2393343887,
2014-06-17,212.65,2.8,2.8,0,3.55461504429,2.94639356675,1.20642913574,54.6779008761,
2014-06-18,206.4,-6.25,0,6.25,3.3007139697,3.18236545484,1.03718885104,50.9127492285,
2014-06-19,206.3,-0.1,0,0.1,3.06494868615,2.96219649378,1.03468783809,50.8524117912,
2014-06-20,209.3,3.0,3.0,0,3.06030949428,2.75061102994,1.11259260614,52.6647969376,
2014-06-23,209.25,-0.05,0,0.05,2.84171595898,2.55771024208,1.11103905056,52.6299620211,
2014-06-24,219.6,10.35,10.35,0,3.37802196191,2.37501665336,1.4223150634,58.7171786565,
2014-06-25,216.1,-3.5,0,3.5,3.13673467891,2.45537260669,1.27749844173,56.0921763248,
2014-06-26,210.0,-6.1,0,6.1,2.91268220185,2.71570313479,1.07253335777,51.7498719018,
